"X.run.number.","game","cost","initial_propD","benefit","baseline_fitness","neighborhood","play_spatial","X.step.","count.patches.with..strategy_current....C..","r","freq_c"
"4487",4489,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,164,3.54545454545455,0.0656
"4488",4488,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,253,3.54545454545455,0.1012
"4489",4487,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,181,3.54545454545455,0.0724
"4490",4490,"\"HD\"",0.78,0.01,1,0,"\"von neumann_r=1\"","true",1000,190,3.54545454545455,0.076
"4510",4512,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,123,3.76190476190476,0.0492
"4512",4513,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,145,3.76190476190476,0.058
"4513",4514,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,170,3.76190476190476,0.068
"4514",4500,"\"HD\"",0.78,0.01,1,0,"\"moore_r=3\"","true",1000,745,3.54545454545455,0.298
"4515",4515,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,117,3.76190476190476,0.0468
"4516",4517,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,150,3.76190476190476,0.06
"4517",4518,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,165,3.76190476190476,0.066
"4518",4519,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,176,3.76190476190476,0.0704
"4519",4516,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,156,3.76190476190476,0.0624
"4520",4520,"\"HD\"",0.79,0.01,1,0,"\"von neumann_r=1\"","true",1000,148,3.76190476190476,0.0592
"4541",4529,"\"HD\"",0.79,0.01,1,0,"\"moore_r=3\"","true",1000,696,3.76190476190476,0.2784
"4542",4543,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,104,4,0.0416
"4543",4530,"\"HD\"",0.79,0.01,1,0,"\"moore_r=3\"","true",1000,704,3.76190476190476,0.2816
"4544",4545,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,98,4,0.0392
"4545",4544,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,107,4,0.0428
"4546",4547,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,73,4,0.0292
"4547",4546,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,118,4,0.0472
"4548",4548,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,132,4,0.0528
"4549",4549,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,79,4,0.0316
"4550",4550,"\"HD\"",0.8,0.01,1,0,"\"von neumann_r=1\"","true",1000,122,4,0.0488
"4571",4559,"\"HD\"",0.8,0.01,1,0,"\"moore_r=3\"","true",1000,673,4,0.2692
"4572",4573,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,79,4.26315789473684,0.0316
"4573",4574,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,67,4.26315789473684,0.0268
"4574",4575,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,60,4.26315789473684,0.024
"4575",4560,"\"HD\"",0.8,0.01,1,0,"\"moore_r=3\"","true",1000,679,4,0.2716
"4576",4577,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,64,4.26315789473684,0.0256
"4577",4576,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,46,4.26315789473684,0.0184
"4578",4578,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,56,4.26315789473684,0.0224
"4579",4579,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,73,4.26315789473684,0.0292
"4580",4580,"\"HD\"",0.81,0.01,1,0,"\"von neumann_r=1\"","true",1000,62,4.26315789473684,0.0248
"4601",4589,"\"HD\"",0.81,0.01,1,0,"\"moore_r=3\"","true",1000,651,4.26315789473684,0.2604
"4602",4603,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,41,4.55555555555555,0.0164
"4603",4604,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,30,4.55555555555555,0.012
"4604",4590,"\"HD\"",0.81,0.01,1,0,"\"moore_r=3\"","true",1000,618,4.26315789473684,0.2472
"4605",4605,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,53,4.55555555555555,0.0212
"4606",4606,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,70,4.55555555555555,0.028
"4607",4607,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,23,4.55555555555555,0.0092
"4608",4609,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,55,4.55555555555555,0.022
"4609",4608,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,42,4.55555555555555,0.0168
"4610",4610,"\"HD\"",0.82,0.01,1,0,"\"von neumann_r=1\"","true",1000,28,4.55555555555555,0.0112
"4631",4633,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,44,4.88235294117647,0.0176
"4632",4619,"\"HD\"",0.82,0.01,1,0,"\"moore_r=3\"","true",1000,601,4.55555555555555,0.2404
"4633",4620,"\"HD\"",0.82,0.01,1,0,"\"moore_r=3\"","true",1000,611,4.55555555555555,0.2444
"4634",4636,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,33,4.88235294117647,0.0132
"4635",4635,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,42,4.88235294117647,0.0168
"4636",4634,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,39,4.88235294117647,0.0156
"4637",4637,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,54,4.88235294117647,0.0216
"4638",4638,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,38,4.88235294117647,0.0152
"4639",4639,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,71,4.88235294117647,0.0284
"4640",4640,"\"HD\"",0.83,0.01,1,0,"\"von neumann_r=1\"","true",1000,35,4.88235294117647,0.014
"4661",4649,"\"HD\"",0.83,0.01,1,0,"\"moore_r=3\"","true",1000,555,4.88235294117647,0.222
"4662",4663,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,46,5.25,0.0184
"4663",4650,"\"HD\"",0.83,0.01,1,0,"\"moore_r=3\"","true",1000,565,4.88235294117647,0.226
"4664",4664,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,40,5.25,0.016
"4665",4665,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,42,5.25,0.0168
"4666",4666,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,36,5.25,0.0144
"4667",4667,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,39,5.25,0.0156
"4668",4669,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,28,5.25,0.0112
"4669",4668,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,28,5.25,0.0112
"4670",4670,"\"HD\"",0.84,0.01,1,0,"\"von neumann_r=1\"","true",1000,51,5.25,0.0204
"4689",4691,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,60,5.66666666666667,0.024
"4690",4692,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,80,5.66666666666667,0.032
"4693",4693,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,56,5.66666666666667,0.0224
"4694",4694,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,70,5.66666666666667,0.028
"4695",4696,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,58,5.66666666666667,0.0232
"4696",4695,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,82,5.66666666666667,0.0328
"4697",4697,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,77,5.66666666666667,0.0308
"4698",4698,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,76,5.66666666666667,0.0304
"4699",4699,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,53,5.66666666666667,0.0212
"4700",4700,"\"HD\"",0.85,0.01,1,0,"\"von neumann_r=1\"","true",1000,73,5.66666666666667,0.0292
"4721",4723,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,4,6.14285714285714,0.0016
"4722",4724,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,10,6.14285714285714,0.004
"4723",4709,"\"HD\"",0.85,0.01,1,0,"\"moore_r=3\"","true",1000,488,5.66666666666667,0.1952
"4724",4710,"\"HD\"",0.85,0.01,1,0,"\"moore_r=3\"","true",1000,485,5.66666666666667,0.194
"4725",4726,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,6,6.14285714285714,0.0024
"4726",4727,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,2,6.14285714285714,8e-04
"4727",4725,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,8,6.14285714285714,0.0032
"4728",4728,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,4,6.14285714285714,0.0016
"4729",4729,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,6,6.14285714285714,0.0024
"4730",4730,"\"HD\"",0.86,0.01,1,0,"\"von neumann_r=1\"","true",1000,6,6.14285714285714,0.0024
"4750",4750,"\"HD\"",0.87,0.01,1,0,"\"moore_r=1\"","true",1000,56,6.69230769230769,0.0224
"4751",4753,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",502,0,6.69230769230769,0
"4753",4754,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",589,0,6.69230769230769,0
"4754",4756,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",435,0,6.69230769230769,0
"4755",4757,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",648,0,6.69230769230769,0
"4756",4758,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",604,0,6.69230769230769,0
"4757",4739,"\"HD\"",0.86,0.01,1,0,"\"moore_r=3\"","true",1000,467,6.14285714285714,0.1868
"4758",4759,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",613,0,6.69230769230769,0
"4759",4740,"\"HD\"",0.86,0.01,1,0,"\"moore_r=3\"","true",1000,468,6.14285714285714,0.1872
"4760",4760,"\"HD\"",0.87,0.01,1,0,"\"von neumann_r=1\"","true",722,0,6.69230769230769,0
"4781",4783,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",434,0,7.33333333333333,0
"4782",4784,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",484,0,7.33333333333333,0
"4783",4785,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",457,0,7.33333333333333,0
"4784",4769,"\"HD\"",0.87,0.01,1,0,"\"moore_r=3\"","true",1000,417,6.69230769230769,0.1668
"4785",4787,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",467,0,7.33333333333333,0
"4786",4786,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",515,0,7.33333333333333,0
"4787",4788,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",379,0,7.33333333333333,0
"4788",4789,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",403,0,7.33333333333333,0
"4789",4790,"\"HD\"",0.88,0.01,1,0,"\"von neumann_r=1\"","true",430,0,7.33333333333333,0
"4790",4770,"\"HD\"",0.87,0.01,1,0,"\"moore_r=3\"","true",1000,408,6.69230769230769,0.1632
"4810",4812,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",391,0,8.09090909090909,0
"4812",4813,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",443,0,8.09090909090909,0
"4813",4815,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",393,0,8.09090909090909,0
"4814",4816,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",354,0,8.09090909090909,0
"4815",4817,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",367,0,8.09090909090909,0
"4816",4818,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",353,0,8.09090909090909,0
"4817",4819,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",418,0,8.09090909090909,0
"4818",4820,"\"HD\"",0.89,0.01,1,0,"\"von neumann_r=1\"","true",422,0,8.09090909090909,0
"4819",4799,"\"HD\"",0.88,0.01,1,0,"\"moore_r=3\"","true",1000,388,7.33333333333333,0.1552
"4820",4800,"\"HD\"",0.88,0.01,1,0,"\"moore_r=3\"","true",1000,373,7.33333333333333,0.1492
"4841",4844,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",352,0,9,0
"4842",4843,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",454,0,9,0
"4843",4845,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",342,0,9,0
"4844",4846,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",376,0,9,0
"4845",4848,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",374,0,9,0
"4846",4847,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",490,0,9,0
"4847",4850,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",366,0,9,0
"4848",4849,"\"HD\"",0.9,0.01,1,0,"\"von neumann_r=1\"","true",389,0,9,0
"4849",4829,"\"HD\"",0.89,0.01,1,0,"\"moore_r=3\"","true",1000,321,8.09090909090909,0.1284
"4850",4830,"\"HD\"",0.89,0.01,1,0,"\"moore_r=3\"","true",1000,332,8.09090909090909,0.1328
