"BehaviorSpace results (NetLogo 5.1.0)"
"extended_prisoners_dilemma (1).nlogo"
"experiment_PD_spatial_cost_varying"
"12/17/2014 12:33:17:900 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","benefit","initial_propD","play_pd","cost","baseline_fitness","play_spatial","[step]","count patches with [strategy_current = ""C""] / (count patches)"
"257","1","0.6","true","0.25","0","true","55","0"
"258","1","0.6","true","0.25","0","true","55","0"
"259","1","0.6","true","0.25","0","true","61","0"
"261","1","0.6","true","0.26","0","true","56","0"
"260","1","0.6","true","0.25","0","true","58","0"
"262","1","0.6","true","0.26","0","true","46","0"
"253","1","0.6","true","0.25","0","true","33","0"
"265","1","0.6","true","0.26","0","true","28","0"
"264","1","0.6","true","0.26","0","true","39","0"
"263","1","0.6","true","0.26","0","true","52","0"
"268","1","0.6","true","0.26","0","true","28","0"
"267","1","0.6","true","0.26","0","true","37","0"
"269","1","0.6","true","0.26","0","true","39","0"
"271","1","0.6","true","0.27","0","true","37","0"
"270","1","0.6","true","0.26","0","true","49","0"
"272","1","0.6","true","0.27","0","true","26","0"
"273","1","0.6","true","0.27","0","true","44","0"
"274","1","0.6","true","0.27","0","true","34","0"
"275","1","0.6","true","0.27","0","true","36","0"
"276","1","0.6","true","0.27","0","true","30","0"
"278","1","0.6","true","0.27","0","true","34","0"
"277","1","0.6","true","0.27","0","true","45","0"
"266","1","0.6","true","0.26","0","true","33","0"
"279","1","0.6","true","0.27","0","true","33","0"
"280","1","0.6","true","0.27","0","true","34","0"
"281","1","0.6","true","0.28","0","true","32","0"
"283","1","0.6","true","0.28","0","true","38","0"
"284","1","0.6","true","0.28","0","true","37","0"
"285","1","0.6","true","0.28","0","true","34","0"
"286","1","0.6","true","0.28","0","true","33","0"
"287","1","0.6","true","0.28","0","true","36","0"
"289","1","0.6","true","0.28","0","true","31","0"
"288","1","0.6","true","0.28","0","true","57","0"
"290","1","0.6","true","0.28","0","true","32","0"
"291","1","0.6","true","0.29","0","true","34","0"
"292","1","0.6","true","0.29","0","true","31","0"
"294","1","0.6","true","0.29","0","true","28","0"
"293","1","0.6","true","0.29","0","true","42","0"
"295","1","0.6","true","0.29","0","true","41","0"
"282","1","0.6","true","0.28","0","true","34","0"
"296","1","0.6","true","0.29","0","true","32","0"
"297","1","0.6","true","0.29","0","true","36","0"
"298","1","0.6","true","0.29","0","true","28","0"
"300","1","0.6","true","0.29","0","true","37","0"
"301","1","0.6","true","0.3","0","true","39","0"
"302","1","0.6","true","0.3","0","true","32","0"
"303","1","0.6","true","0.3","0","true","37","0"
"304","1","0.6","true","0.3","0","true","35","0"
"305","1","0.6","true","0.3","0","true","38","0"
"306","1","0.6","true","0.3","0","true","30","0"
"309","1","0.6","true","0.3","0","true","26","0"
"308","1","0.6","true","0.3","0","true","33","0"
"307","1","0.6","true","0.3","0","true","43","0"
"310","1","0.6","true","0.3","0","true","36","0"
"311","1","0.6","true","0.31","0","true","30","0"
"312","1","0.6","true","0.31","0","true","31","0"
"313","1","0.6","true","0.31","0","true","27","0"
"315","1","0.6","true","0.31","0","true","26","0"
"314","1","0.6","true","0.31","0","true","37","0"
"316","1","0.6","true","0.31","0","true","29","0"
"299","1","0.6","true","0.29","0","true","38","0"
"317","1","0.6","true","0.31","0","true","25","0"
"318","1","0.6","true","0.31","0","true","24","0"
"322","1","0.6","true","0.32","0","true","27","0"
"319","1","0.6","true","0.31","0","true","31","0"
"321","1","0.6","true","0.32","0","true","29","0"
"324","1","0.6","true","0.32","0","true","25","0"
"323","1","0.6","true","0.32","0","true","29","0"
"325","1","0.6","true","0.32","0","true","34","0"
"326","1","0.6","true","0.32","0","true","25","0"
"327","1","0.6","true","0.32","0","true","28","0"
"328","1","0.6","true","0.32","0","true","29","0"
"330","1","0.6","true","0.32","0","true","21","0"
"329","1","0.6","true","0.32","0","true","26","0"
"333","1","0.6","true","0.33","0","true","22","0"
"332","1","0.6","true","0.33","0","true","24","0"
"331","1","0.6","true","0.33","0","true","28","0"
"335","1","0.6","true","0.33","0","true","28","0"
"336","1","0.6","true","0.33","0","true","27","0"
"334","1","0.6","true","0.33","0","true","40","0"
"337","1","0.6","true","0.33","0","true","27","0"
"338","1","0.6","true","0.33","0","true","24","0"
"339","1","0.6","true","0.33","0","true","28","0"
"320","1","0.6","true","0.31","0","true","33","0"
"341","1","0.6","true","0.34","0","true","25","0"
"340","1","0.6","true","0.33","0","true","31","0"
"342","1","0.6","true","0.34","0","true","29","0"
"344","1","0.6","true","0.34","0","true","26","0"
"345","1","0.6","true","0.34","0","true","25","0"
"346","1","0.6","true","0.34","0","true","30","0"
"347","1","0.6","true","0.34","0","true","28","0"
"348","1","0.6","true","0.34","0","true","30","0"
"349","1","0.6","true","0.34","0","true","33","0"
"351","1","0.6","true","0.35","0","true","19","0"
"350","1","0.6","true","0.34","0","true","30","0"
"352","1","0.6","true","0.35","0","true","23","0"
"354","1","0.6","true","0.35","0","true","28","0"
"353","1","0.6","true","0.35","0","true","31","0"
"355","1","0.6","true","0.35","0","true","27","0"
"343","1","0.6","true","0.34","0","true","25","0"
"357","1","0.6","true","0.35","0","true","24","0"
"358","1","0.6","true","0.35","0","true","27","0"
"356","1","0.6","true","0.35","0","true","33","0"
"362","1","0.6","true","0.36","0","true","23","0"
"360","1","0.6","true","0.35","0","true","27","0"
"361","1","0.6","true","0.36","0","true","26","0"
"365","1","0.6","true","0.36","0","true","22","0"
"363","1","0.6","true","0.36","0","true","27","0"
"364","1","0.6","true","0.36","0","true","27","0"
"366","1","0.6","true","0.36","0","true","23","0"
"367","1","0.6","true","0.36","0","true","22","0"
"368","1","0.6","true","0.36","0","true","33","0"
"369","1","0.6","true","0.36","0","true","21","0"
"370","1","0.6","true","0.36","0","true","30","0"
"372","1","0.6","true","0.37","0","true","18","0"
"371","1","0.6","true","0.37","0","true","30","0"
"374","1","0.6","true","0.37","0","true","20","0"
"373","1","0.6","true","0.37","0","true","24","0"
"375","1","0.6","true","0.37","0","true","22","0"
"376","1","0.6","true","0.37","0","true","30","0"
"377","1","0.6","true","0.37","0","true","27","0"
"378","1","0.6","true","0.37","0","true","27","0"
"379","1","0.6","true","0.37","0","true","20","0"
"359","1","0.6","true","0.35","0","true","34","0"
"381","1","0.6","true","0.38","0","true","24","0"
"380","1","0.6","true","0.37","0","true","30","0"
"382","1","0.6","true","0.38","0","true","21","0"
"385","1","0.6","true","0.38","0","true","21","0"
"386","1","0.6","true","0.38","0","true","22","0"
"384","1","0.6","true","0.38","0","true","23","0"
"388","1","0.6","true","0.38","0","true","29","0"
"387","1","0.6","true","0.38","0","true","28","0"
"389","1","0.6","true","0.38","0","true","27","0"
"390","1","0.6","true","0.38","0","true","22","0"
"391","1","0.6","true","0.39","0","true","22","0"
"392","1","0.6","true","0.39","0","true","31","0"
"393","1","0.6","true","0.39","0","true","22","0"
"394","1","0.6","true","0.39","0","true","23","0"
"395","1","0.6","true","0.39","0","true","25","0"
"396","1","0.6","true","0.39","0","true","26","0"
"397","1","0.6","true","0.39","0","true","21","0"
"383","1","0.6","true","0.38","0","true","22","0"
"398","1","0.6","true","0.39","0","true","24","0"
"399","1","0.6","true","0.39","0","true","21","0"
"400","1","0.6","true","0.39","0","true","21","0"
"402","1","0.6","true","0.4","0","true","23","0"
"403","1","0.6","true","0.4","0","true","26","0"
"404","1","0.6","true","0.4","0","true","26","0"
"405","1","0.6","true","0.4","0","true","23","0"
"406","1","0.6","true","0.4","0","true","25","0"
"409","1","0.6","true","0.4","0","true","20","0"
"407","1","0.6","true","0.4","0","true","31","0"
"408","1","0.6","true","0.4","0","true","33","0"
"410","1","0.6","true","0.4","0","true","21","0"
"411","1","0.6","true","0.41","0","true","21","0"
"412","1","0.6","true","0.41","0","true","27","0"
"413","1","0.6","true","0.41","0","true","21","0"
"414","1","0.6","true","0.41","0","true","18","0"
"415","1","0.6","true","0.41","0","true","23","0"
"416","1","0.6","true","0.41","0","true","27","0"
"417","1","0.6","true","0.41","0","true","30","0"
"418","1","0.6","true","0.41","0","true","23","0"
"419","1","0.6","true","0.41","0","true","22","0"
"401","1","0.6","true","0.4","0","true","29","0"
"420","1","0.6","true","0.41","0","true","21","0"
"421","1","0.6","true","0.42","0","true","17","0"
"422","1","0.6","true","0.42","0","true","23","0"
"424","1","0.6","true","0.42","0","true","15","0"
"425","1","0.6","true","0.42","0","true","26","0"
"426","1","0.6","true","0.42","0","true","22","0"
"427","1","0.6","true","0.42","0","true","19","0"
"429","1","0.6","true","0.42","0","true","19","0"
"428","1","0.6","true","0.42","0","true","22","0"
"430","1","0.6","true","0.42","0","true","26","0"
"431","1","0.6","true","0.43","0","true","21","0"
"432","1","0.6","true","0.43","0","true","23","0"
