"x","C","color","p1","x","D","color","p2"
"34168","0.426","105","true","34168","0.574","15","true"
"34169","0.4088","105","true","34169","0.5912","15","true"
"34170","0.4016","105","true","34170","0.5984","15","true"
"34171","0.402","105","true","34171","0.598","15","true"
"34172","0.4136","105","true","34172","0.5864","15","true"
"34173","0.4052","105","true","34173","0.5948","15","true"
"34174","0.3972","105","true","34174","0.6028","15","true"
"34175","0.408","105","true","34175","0.592","15","true"
"34176","0.4072","105","true","34176","0.5928","15","true"
"34177","0.3944","105","true","34177","0.6056","15","true"
"34178","0.4028","105","true","34178","0.5972","15","true"
"34179","0.4024","105","true","34179","0.5976","15","true"
"34180","0.406","105","true","34180","0.594","15","true"
"34181","0.3996","105","true","34181","0.6004","15","true"
"34182","0.3972","105","true","34182","0.6028","15","true"
"34183","0.4156","105","true","34183","0.5844","15","true"
"34184","0.4148","105","true","34184","0.5852","15","true"
"34185","0.4064","105","true","34185","0.5936","15","true"
"34186","0.398","105","true","34186","0.602","15","true"
"34187","0.4","105","true","34187","0.6","15","true"
"34188","0.4124","105","true","34188","0.5876","15","true"
"34189","0.406","105","true","34189","0.594","15","true"
"34190","0.4032","105","true","34190","0.5968","15","true"
"34191","0.4092","105","true","34191","0.5908","15","true"
"34192","0.4048","105","true","34192","0.5952","15","true"
"34193","0.3964","105","true","34193","0.6036","15","true"
"34194","0.4032","105","true","34194","0.5968","15","true"
"34195","0.4104","105","true","34195","0.5896","15","true"
"34196","0.4156","105","true","34196","0.5844","15","true"
"34197","0.4028","105","true","34197","0.5972","15","true"
"34198","0.4036","105","true","34198","0.5964","15","true"
"34199","0.392","105","true","34199","0.608","15","true"
"34200","0.4124","105","true","34200","0.5876","15","true"
"34201","0.4132","105","true","34201","0.5868","15","true"
"34202","0.4308","105","true","34202","0.5692","15","true"
"34203","0.4096","105","true","34203","0.5904","15","true"
"34204","0.432","105","true","34204","0.568","15","true"
"34205","0.4012","105","true","34205","0.5988","15","true"
"34206","0.4168","105","true","34206","0.5832","15","true"
"34207","0.3988","105","true","34207","0.6012","15","true"
"34208","0.3984","105","true","34208","0.6016","15","true"
"34209","0.4152","105","true","34209","0.5848","15","true"
"34210","0.4196","105","true","34210","0.5804","15","true"
"34211","0.3988","105","true","34211","0.6012","15","true"
"34212","0.3976","105","true","34212","0.6024","15","true"
"34213","0.3924","105","true","34213","0.6076","15","true"
"34214","0.3952","105","true","34214","0.6048","15","true"
"34215","0.408","105","true","34215","0.592","15","true"
"34216","0.4072","105","true","34216","0.5928","15","true"
"34217","0.4064","105","true","34217","0.5936","15","true"
"34218","0.3936","105","true","34218","0.6064","15","true"
"34219","0.4044","105","true","34219","0.5956","15","true"
"34220","0.3944","105","true","34220","0.6056","15","true"
"34221","0.4048","105","true","34221","0.5952","15","true"
"34222","0.4164","105","true","34222","0.5836","15","true"
"34223","0.4036","105","true","34223","0.5964","15","true"
"34224","0.3916","105","true","34224","0.6084","15","true"
"34225","0.4052","105","true","34225","0.5948","15","true"
"34226","0.4008","105","true","34226","0.5992","15","true"
"34227","0.416","105","true","34227","0.584","15","true"
"34228","0.4076","105","true","34228","0.5924","15","true"
"34229","0.402","105","true","34229","0.598","15","true"
"34230","0.392","105","true","34230","0.608","15","true"
"34231","0.402","105","true","34231","0.598","15","true"
"34232","0.4088","105","true","34232","0.5912","15","true"
"34233","0.408","105","true","34233","0.592","15","true"
"34234","0.4144","105","true","34234","0.5856","15","true"
"34235","0.3832","105","true","34235","0.6168","15","true"
"34236","0.3788","105","true","34236","0.6212","15","true"
"34237","0.4124","105","true","34237","0.5876","15","true"
"34238","0.4044","105","true","34238","0.5956","15","true"
"34239","0.4144","105","true","34239","0.5856","15","true"
"34240","0.404","105","true","34240","0.596","15","true"
"34241","0.394","105","true","34241","0.606","15","true"
"34242","0.3932","105","true","34242","0.6068","15","true"
"34243","0.406","105","true","34243","0.594","15","true"
"34244","0.4164","105","true","34244","0.5836","15","true"
"34245","0.402","105","true","34245","0.598","15","true"
"34246","0.4","105","true","34246","0.6","15","true"
"34247","0.4032","105","true","34247","0.5968","15","true"
"34248","0.4028","105","true","34248","0.5972","15","true"
"34249","0.4004","105","true","34249","0.5996","15","true"
"34250","0.4004","105","true","34250","0.5996","15","true"
"34251","0.4164","105","true","34251","0.5836","15","true"
"34252","0.414","105","true","34252","0.586","15","true"
"34253","0.4072","105","true","34253","0.5928","15","true"
"34254","0.408","105","true","34254","0.592","15","true"
"34255","0.4156","105","true","34255","0.5844","15","true"
"34256","0.4","105","true","34256","0.6","15","true"
"34257","0.4096","105","true","34257","0.5904","15","true"
"34258","0.4024","105","true","34258","0.5976","15","true"
"34259","0.3964","105","true","34259","0.6036","15","true"
"34260","0.4032","105","true","34260","0.5968","15","true"
"34261","0.4116","105","true","34261","0.5884","15","true"
"34262","0.3844","105","true","34262","0.6156","15","true"
"34263","0.4028","105","true","34263","0.5972","15","true"
"34264","0.4088","105","true","34264","0.5912","15","true"
"34265","0.4092","105","true","34265","0.5908","15","true"
"34266","0.4148","105","true","34266","0.5852","15","true"
"34267","0.4016","105","true","34267","0.5984","15","true"
"34268","0.3912","105","true","34268","0.6088","15","true"
"34269","0.4084","105","true","34269","0.5916","15","true"
"34270","0.396","105","true","34270","0.604","15","true"
"34271","0.4076","105","true","34271","0.5924","15","true"
"34272","0.3948","105","true","34272","0.6052","15","true"
"34273","0.416","105","true","34273","0.584","15","true"
"34274","0.4164","105","true","34274","0.5836","15","true"
"34275","0.4192","105","true","34275","0.5808","15","true"
"34276","0.4192","105","true","34276","0.5808","15","true"
"34277","0.4124","105","true","34277","0.5876","15","true"
"34278","0.4268","105","true","34278","0.5732","15","true"
"34279","0.4064","105","true","34279","0.5936","15","true"
"34280","0.4068","105","true","34280","0.5932","15","true"
"34281","0.3956","105","true","34281","0.6044","15","true"
"34282","0.4188","105","true","34282","0.5812","15","true"
"34283","0.3936","105","true","34283","0.6064","15","true"
"34284","0.3992","105","true","34284","0.6008","15","true"
"34285","0.3896","105","true","34285","0.6104","15","true"
"34286","0.4148","105","true","34286","0.5852","15","true"
"34287","0.4016","105","true","34287","0.5984","15","true"
"34288","0.4108","105","true","34288","0.5892","15","true"
"34289","0.4112","105","true","34289","0.5888","15","true"
"34290","0.4136","105","true","34290","0.5864","15","true"
"34291","0.3976","105","true","34291","0.6024","15","true"
"34292","0.4024","105","true","34292","0.5976","15","true"
"34293","0.4116","105","true","34293","0.5884","15","true"
"34294","0.4024","105","true","34294","0.5976","15","true"
"34295","0.4076","105","true","34295","0.5924","15","true"
"34296","0.3888","105","true","34296","0.6112","15","true"
"34297","0.3996","105","true","34297","0.6004","15","true"
"34298","0.4024","105","true","34298","0.5976","15","true"
"34299","0.4072","105","true","34299","0.5928","15","true"
"34300","0.406","105","true","34300","0.594","15","true"
"34301","0.4032","105","true","34301","0.5968","15","true"
"34302","0.4016","105","true","34302","0.5984","15","true"
"34303","0.4092","105","true","34303","0.5908","15","true"
"34304","0.3852","105","true","34304","0.6148","15","true"
"34305","0.4028","105","true","34305","0.5972","15","true"
"34306","0.3952","105","true","34306","0.6048","15","true"
"34307","0.4108","105","true","34307","0.5892","15","true"
"34308","0.3976","105","true","34308","0.6024","15","true"
"34309","0.4236","105","true","34309","0.5764","15","true"
"34310","0.4004","105","true","34310","0.5996","15","true"
"34311","0.4176","105","true","34311","0.5824","15","true"
"34312","0.4056","105","true","34312","0.5944","15","true"
"34313","0.3972","105","true","34313","0.6028","15","true"
"34314","0.4108","105","true","34314","0.5892","15","true"
"34315","0.3948","105","true","34315","0.6052","15","true"
"34316","0.3896","105","true","34316","0.6104","15","true"
"34317","0.4004","105","true","34317","0.5996","15","true"
"34318","0.4044","105","true","34318","0.5956","15","true"
"34319","0.4004","105","true","34319","0.5996","15","true"
"34320","0.396","105","true","34320","0.604","15","true"
"34321","0.4036","105","true","34321","0.5964","15","true"
"34322","0.4184","105","true","34322","0.5816","15","true"
"34323","0.4164","105","true","34323","0.5836","15","true"
"34324","0.3984","105","true","34324","0.6016","15","true"
"34325","0.4084","105","true","34325","0.5916","15","true"
"34326","0.406","105","true","34326","0.594","15","true"
"34327","0.3988","105","true","34327","0.6012","15","true"
"34328","0.4","105","true","34328","0.6","15","true"
"34329","0.4036","105","true","34329","0.5964","15","true"
"34330","0.404","105","true","34330","0.596","15","true"
"34331","0.4048","105","true","34331","0.5952","15","true"
"34332","0.4064","105","true","34332","0.5936","15","true"
"34333","0.4224","105","true","34333","0.5776","15","true"
"34334","0.4116","105","true","34334","0.5884","15","true"
"34335","0.3928","105","true","34335","0.6072","15","true"
"34336","0.4092","105","true","34336","0.5908","15","true"
"34337","0.4028","105","true","34337","0.5972","15","true"
"34338","0.3928","105","true","34338","0.6072","15","true"
"34339","0.3912","105","true","34339","0.6088","15","true"
"34340","0.414","105","true","34340","0.586","15","true"
"34341","0.3988","105","true","34341","0.6012","15","true"
"34342","0.3816","105","true","34342","0.6184","15","true"
"34343","0.3996","105","true","34343","0.6004","15","true"
"34344","0.3996","105","true","34344","0.6004","15","true"
"34345","0.4092","105","true","34345","0.5908","15","true"
"34346","0.3868","105","true","34346","0.6132","15","true"
"34347","0.3908","105","true","34347","0.6092","15","true"
"34348","0.4028","105","true","34348","0.5972","15","true"
"34349","0.3956","105","true","34349","0.6044","15","true"
"34350","0.4208","105","true","34350","0.5792","15","true"
"34351","0.4044","105","true","34351","0.5956","15","true"
"34352","0.3968","105","true","34352","0.6032","15","true"
"34353","0.4108","105","true","34353","0.5892","15","true"
"34354","0.4236","105","true","34354","0.5764","15","true"
"34355","0.4212","105","true","34355","0.5788","15","true"
"34356","0.4016","105","true","34356","0.5984","15","true"
"34357","0.4136","105","true","34357","0.5864","15","true"
"34358","0.3964","105","true","34358","0.6036","15","true"
"34359","0.4048","105","true","34359","0.5952","15","true"
"34360","0.4176","105","true","34360","0.5824","15","true"
"34361","0.4076","105","true","34361","0.5924","15","true"
"34362","0.404","105","true","34362","0.596","15","true"
"34363","0.416","105","true","34363","0.584","15","true"
"34364","0.3892","105","true","34364","0.6108","15","true"
"34365","0.4056","105","true","34365","0.5944","15","true"
"34366","0.412","105","true","34366","0.588","15","true"
"34367","0.4152","105","true","34367","0.5848","15","true"
"34368","0.4084","105","true","34368","0.5916","15","true"
"34369","0.4048","105","true","34369","0.5952","15","true"
"34370","0.3968","105","true","34370","0.6032","15","true"
"34371","0.4052","105","true","34371","0.5948","15","true"
"34372","0.4032","105","true","34372","0.5968","15","true"
"34373","0.4148","105","true","34373","0.5852","15","true"
"34374","0.4088","105","true","34374","0.5912","15","true"
"34375","0.4128","105","true","34375","0.5872","15","true"
"34376","0.39","105","true","34376","0.61","15","true"
"34377","0.4","105","true","34377","0.6","15","true"
"34378","0.418","105","true","34378","0.582","15","true"
"34379","0.4136","105","true","34379","0.5864","15","true"
"34380","0.4064","105","true","34380","0.5936","15","true"
"34381","0.398","105","true","34381","0.602","15","true"
"34382","0.406","105","true","34382","0.594","15","true"
"34383","0.4092","105","true","34383","0.5908","15","true"
"34384","0.392","105","true","34384","0.608","15","true"
"34385","0.396","105","true","34385","0.604","15","true"
"34386","0.4132","105","true","34386","0.5868","15","true"
"34387","0.3976","105","true","34387","0.6024","15","true"
"34388","0.412","105","true","34388","0.588","15","true"
"34389","0.3896","105","true","34389","0.6104","15","true"
"34390","0.4128","105","true","34390","0.5872","15","true"
"34391","0.4104","105","true","34391","0.5896","15","true"
"34392","0.4008","105","true","34392","0.5992","15","true"
"34393","0.3996","105","true","34393","0.6004","15","true"
"34394","0.3848","105","true","34394","0.6152","15","true"
"34395","0.4184","105","true","34395","0.5816","15","true"
"34396","0.3948","105","true","34396","0.6052","15","true"
"34397","0.4208","105","true","34397","0.5792","15","true"
"34398","0.404","105","true","34398","0.596","15","true"
"34399","0.4112","105","true","34399","0.5888","15","true"
"34400","0.3992","105","true","34400","0.6008","15","true"
"34401","0.3948","105","true","34401","0.6052","15","true"
"34402","0.408","105","true","34402","0.592","15","true"
"34403","0.422","105","true","34403","0.578","15","true"
"34404","0.4048","105","true","34404","0.5952","15","true"
"34405","0.3828","105","true","34405","0.6172","15","true"
"34406","0.404","105","true","34406","0.596","15","true"
"34407","0.4008","105","true","34407","0.5992","15","true"
"34408","0.406","105","true","34408","0.594","15","true"
"34409","0.3856","105","true","34409","0.6144","15","true"
"34410","0.3984","105","true","34410","0.6016","15","true"
"34411","0.4116","105","true","34411","0.5884","15","true"
"34412","0.3988","105","true","34412","0.6012","15","true"
"34413","0.4156","105","true","34413","0.5844","15","true"
"34414","0.4048","105","true","34414","0.5952","15","true"
"34415","0.4076","105","true","34415","0.5924","15","true"
"34416","0.4028","105","true","34416","0.5972","15","true"
"34417","0.402","105","true","34417","0.598","15","true"
"34418","0.39","105","true","34418","0.61","15","true"
"34419","0.4052","105","true","34419","0.5948","15","true"
"34420","0.402","105","true","34420","0.598","15","true"
"34421","0.414","105","true","34421","0.586","15","true"
"34422","0.4192","105","true","34422","0.5808","15","true"
"34423","0.3976","105","true","34423","0.6024","15","true"
"34424","0.404","105","true","34424","0.596","15","true"
"34425","0.4108","105","true","34425","0.5892","15","true"
"34426","0.398","105","true","34426","0.602","15","true"
"34427","0.4048","105","true","34427","0.5952","15","true"
"34428","0.3852","105","true","34428","0.6148","15","true"
"34429","0.4072","105","true","34429","0.5928","15","true"
"34430","0.3992","105","true","34430","0.6008","15","true"
"34431","0.42","105","true","34431","0.58","15","true"
"34432","0.3824","105","true","34432","0.6176","15","true"
"34433","0.4144","105","true","34433","0.5856","15","true"
"34434","0.408","105","true","34434","0.592","15","true"
"34435","0.4","105","true","34435","0.6","15","true"
"34436","0.4072","105","true","34436","0.5928","15","true"
"34437","0.4148","105","true","34437","0.5852","15","true"
"34438","0.3924","105","true","34438","0.6076","15","true"
"34439","0.404","105","true","34439","0.596","15","true"
"34440","0.39","105","true","34440","0.61","15","true"
"34441","0.3876","105","true","34441","0.6124","15","true"
"34442","0.3884","105","true","34442","0.6116","15","true"
"34443","0.4072","105","true","34443","0.5928","15","true"
"34444","0.4068","105","true","34444","0.5932","15","true"
"34445","0.3928","105","true","34445","0.6072","15","true"
"34446","0.4024","105","true","34446","0.5976","15","true"
"34447","0.4144","105","true","34447","0.5856","15","true"
"34448","0.388","105","true","34448","0.612","15","true"
"34449","0.4096","105","true","34449","0.5904","15","true"
"34450","0.4032","105","true","34450","0.5968","15","true"
"34451","0.3936","105","true","34451","0.6064","15","true"
"34452","0.4096","105","true","34452","0.5904","15","true"
"34453","0.3928","105","true","34453","0.6072","15","true"
"34454","0.4132","105","true","34454","0.5868","15","true"
"34455","0.4028","105","true","34455","0.5972","15","true"
"34456","0.3904","105","true","34456","0.6096","15","true"
"34457","0.4032","105","true","34457","0.5968","15","true"
"34458","0.41","105","true","34458","0.59","15","true"
"34459","0.3952","105","true","34459","0.6048","15","true"
"34460","0.3876","105","true","34460","0.6124","15","true"
"34461","0.3976","105","true","34461","0.6024","15","true"
"34462","0.4144","105","true","34462","0.5856","15","true"
"34463","0.402","105","true","34463","0.598","15","true"
"34464","0.3992","105","true","34464","0.6008","15","true"
"34465","0.402","105","true","34465","0.598","15","true"
"34466","0.3924","105","true","34466","0.6076","15","true"
"34467","0.3872","105","true","34467","0.6128","15","true"
"34468","0.418","105","true","34468","0.582","15","true"
"34469","0.408","105","true","34469","0.592","15","true"
"34470","0.39","105","true","34470","0.61","15","true"
"34471","0.404","105","true","34471","0.596","15","true"
"34472","0.4076","105","true","34472","0.5924","15","true"
"34473","0.3912","105","true","34473","0.6088","15","true"
"34474","0.3948","105","true","34474","0.6052","15","true"
"34475","0.388","105","true","34475","0.612","15","true"
"34476","0.4012","105","true","34476","0.5988","15","true"
"34477","0.3944","105","true","34477","0.6056","15","true"
"34478","0.3896","105","true","34478","0.6104","15","true"
"34479","0.3948","105","true","34479","0.6052","15","true"
"34480","0.4136","105","true","34480","0.5864","15","true"
"34481","0.3884","105","true","34481","0.6116","15","true"
"34482","0.3976","105","true","34482","0.6024","15","true"
"34483","0.3928","105","true","34483","0.6072","15","true"
"34484","0.3932","105","true","34484","0.6068","15","true"
"34485","0.4008","105","true","34485","0.5992","15","true"
"34486","0.4068","105","true","34486","0.5932","15","true"
"34487","0.3972","105","true","34487","0.6028","15","true"
"34488","0.3824","105","true","34488","0.6176","15","true"
"34489","0.3736","105","true","34489","0.6264","15","true"
"34490","0.3916","105","true","34490","0.6084","15","true"
"34491","0.4044","105","true","34491","0.5956","15","true"
"34492","0.3912","105","true","34492","0.6088","15","true"
"34493","0.4112","105","true","34493","0.5888","15","true"
"34494","0.3908","105","true","34494","0.6092","15","true"
"34495","0.3996","105","true","34495","0.6004","15","true"
"34496","0.3868","105","true","34496","0.6132","15","true"
"34497","0.3788","105","true","34497","0.6212","15","true"
"34498","0.4048","105","true","34498","0.5952","15","true"
"34499","0.3932","105","true","34499","0.6068","15","true"
"34500","0.4028","105","true","34500","0.5972","15","true"
"34501","0.4136","105","true","34501","0.5864","15","true"
"34502","0.4056","105","true","34502","0.5944","15","true"
"34503","0.3932","105","true","34503","0.6068","15","true"
"34504","0.3916","105","true","34504","0.6084","15","true"
"34505","0.3856","105","true","34505","0.6144","15","true"
"34506","0.3856","105","true","34506","0.6144","15","true"
"34507","0.4004","105","true","34507","0.5996","15","true"
"34508","0.3932","105","true","34508","0.6068","15","true"
"34509","0.4164","105","true","34509","0.5836","15","true"
"34510","0.3956","105","true","34510","0.6044","15","true"
"34511","0.3876","105","true","34511","0.6124","15","true"
"34512","0.4156","105","true","34512","0.5844","15","true"
"34513","0.4024","105","true","34513","0.5976","15","true"
"34514","0.3916","105","true","34514","0.6084","15","true"
"34515","0.3936","105","true","34515","0.6064","15","true"
"34516","0.398","105","true","34516","0.602","15","true"
"34517","0.4032","105","true","34517","0.5968","15","true"
"34518","0.4128","105","true","34518","0.5872","15","true"
"34519","0.4132","105","true","34519","0.5868","15","true"
"34520","0.406","105","true","34520","0.594","15","true"
"34521","0.4144","105","true","34521","0.5856","15","true"
"34522","0.416","105","true","34522","0.584","15","true"
"34523","0.4064","105","true","34523","0.5936","15","true"
"34524","0.4076","105","true","34524","0.5924","15","true"
"34525","0.4096","105","true","34525","0.5904","15","true"
"34526","0.3968","105","true","34526","0.6032","15","true"
"34527","0.3912","105","true","34527","0.6088","15","true"
"34528","0.386","105","true","34528","0.614","15","true"
"34529","0.4012","105","true","34529","0.5988","15","true"
"34530","0.3908","105","true","34530","0.6092","15","true"
"34531","0.394","105","true","34531","0.606","15","true"
"34532","0.3972","105","true","34532","0.6028","15","true"
"34533","0.4004","105","true","34533","0.5996","15","true"
"34534","0.3964","105","true","34534","0.6036","15","true"
"34535","0.41","105","true","34535","0.59","15","true"
"34536","0.4016","105","true","34536","0.5984","15","true"
"34537","0.4084","105","true","34537","0.5916","15","true"
"34538","0.4124","105","true","34538","0.5876","15","true"
"34539","0.4136","105","true","34539","0.5864","15","true"
"34540","0.3956","105","true","34540","0.6044","15","true"
"34541","0.4152","105","true","34541","0.5848","15","true"
"34542","0.4032","105","true","34542","0.5968","15","true"
"34543","0.4128","105","true","34543","0.5872","15","true"
"34544","0.4116","105","true","34544","0.5884","15","true"
"34545","0.406","105","true","34545","0.594","15","true"
"34546","0.382","105","true","34546","0.618","15","true"
"34547","0.3972","105","true","34547","0.6028","15","true"
"34548","0.4024","105","true","34548","0.5976","15","true"
"34549","0.3888","105","true","34549","0.6112","15","true"
"34550","0.4032","105","true","34550","0.5968","15","true"
"34551","0.412","105","true","34551","0.588","15","true"
"34552","0.4084","105","true","34552","0.5916","15","true"
"34553","0.3892","105","true","34553","0.6108","15","true"
"34554","0.396","105","true","34554","0.604","15","true"
"34555","0.4072","105","true","34555","0.5928","15","true"
"34556","0.3912","105","true","34556","0.6088","15","true"
"34557","0.3936","105","true","34557","0.6064","15","true"
"34558","0.4072","105","true","34558","0.5928","15","true"
"34559","0.4028","105","true","34559","0.5972","15","true"
"34560","0.41","105","true","34560","0.59","15","true"
"34561","0.398","105","true","34561","0.602","15","true"
"34562","0.4056","105","true","34562","0.5944","15","true"
"34563","0.4064","105","true","34563","0.5936","15","true"
"34564","0.4156","105","true","34564","0.5844","15","true"
"34565","0.3988","105","true","34565","0.6012","15","true"
"34566","0.4136","105","true","34566","0.5864","15","true"
"34567","0.41","105","true","34567","0.59","15","true"
"34568","0.4028","105","true","34568","0.5972","15","true"
"34569","0.3928","105","true","34569","0.6072","15","true"
"34570","0.3904","105","true","34570","0.6096","15","true"
"34571","0.4028","105","true","34571","0.5972","15","true"
"34572","0.41","105","true","34572","0.59","15","true"
"34573","0.4236","105","true","34573","0.5764","15","true"
"34574","0.3948","105","true","34574","0.6052","15","true"
"34575","0.3972","105","true","34575","0.6028","15","true"
"34576","0.4004","105","true","34576","0.5996","15","true"
"34577","0.408","105","true","34577","0.592","15","true"
"34578","0.3964","105","true","34578","0.6036","15","true"
"34579","0.3908","105","true","34579","0.6092","15","true"
"34580","0.3812","105","true","34580","0.6188","15","true"
"34581","0.3808","105","true","34581","0.6192","15","true"
"34582","0.3932","105","true","34582","0.6068","15","true"
"34583","0.4008","105","true","34583","0.5992","15","true"
"34584","0.3992","105","true","34584","0.6008","15","true"
"34585","0.3908","105","true","34585","0.6092","15","true"
"34586","0.3944","105","true","34586","0.6056","15","true"
"34587","0.4096","105","true","34587","0.5904","15","true"
"34588","0.4048","105","true","34588","0.5952","15","true"
"34589","0.388","105","true","34589","0.612","15","true"
"34590","0.3916","105","true","34590","0.6084","15","true"
"34591","0.4036","105","true","34591","0.5964","15","true"
"34592","0.4028","105","true","34592","0.5972","15","true"
"34593","0.3832","105","true","34593","0.6168","15","true"
"34594","0.3984","105","true","34594","0.6016","15","true"
"34595","0.3876","105","true","34595","0.6124","15","true"
"34596","0.3884","105","true","34596","0.6116","15","true"
"34597","0.4048","105","true","34597","0.5952","15","true"
"34598","0.3972","105","true","34598","0.6028","15","true"
"34599","0.3948","105","true","34599","0.6052","15","true"
"34600","0.4156","105","true","34600","0.5844","15","true"
"34601","0.3864","105","true","34601","0.6136","15","true"
"34602","0.4148","105","true","34602","0.5852","15","true"
"34603","0.4144","105","true","34603","0.5856","15","true"
"34604","0.402","105","true","34604","0.598","15","true"
"34605","0.41","105","true","34605","0.59","15","true"
"34606","0.4088","105","true","34606","0.5912","15","true"
"34607","0.4052","105","true","34607","0.5948","15","true"
"34608","0.4128","105","true","34608","0.5872","15","true"
"34609","0.3908","105","true","34609","0.6092","15","true"
"34610","0.4092","105","true","34610","0.5908","15","true"
"34611","0.3968","105","true","34611","0.6032","15","true"
"34612","0.3976","105","true","34612","0.6024","15","true"
"34613","0.4052","105","true","34613","0.5948","15","true"
"34614","0.3768","105","true","34614","0.6232","15","true"
"34615","0.3968","105","true","34615","0.6032","15","true"
"34616","0.4308","105","true","34616","0.5692","15","true"
"34617","0.4116","105","true","34617","0.5884","15","true"
"34618","0.4004","105","true","34618","0.5996","15","true"
"34619","0.37","105","true","34619","0.63","15","true"
"34620","0.4028","105","true","34620","0.5972","15","true"
"34621","0.4136","105","true","34621","0.5864","15","true"
"34622","0.4004","105","true","34622","0.5996","15","true"
"34623","0.3852","105","true","34623","0.6148","15","true"
"34624","0.3972","105","true","34624","0.6028","15","true"
"34625","0.4076","105","true","34625","0.5924","15","true"
"34626","0.4056","105","true","34626","0.5944","15","true"
"34627","0.394","105","true","34627","0.606","15","true"
"34628","0.41","105","true","34628","0.59","15","true"
"34629","0.3972","105","true","34629","0.6028","15","true"
"34630","0.4208","105","true","34630","0.5792","15","true"
"34631","0.3992","105","true","34631","0.6008","15","true"
"34632","0.3848","105","true","34632","0.6152","15","true"
"34633","0.3964","105","true","34633","0.6036","15","true"
"34634","0.4008","105","true","34634","0.5992","15","true"
"34635","0.4116","105","true","34635","0.5884","15","true"
"34636","0.3968","105","true","34636","0.6032","15","true"
"34637","0.4156","105","true","34637","0.5844","15","true"
"34638","0.4064","105","true","34638","0.5936","15","true"
"34639","0.3908","105","true","34639","0.6092","15","true"
"34640","0.3948","105","true","34640","0.6052","15","true"
"34641","0.402","105","true","34641","0.598","15","true"
"34642","0.3992","105","true","34642","0.6008","15","true"
"34643","0.3916","105","true","34643","0.6084","15","true"
"34644","0.4104","105","true","34644","0.5896","15","true"
"34645","0.3892","105","true","34645","0.6108","15","true"
"34646","0.3932","105","true","34646","0.6068","15","true"
"34647","0.4172","105","true","34647","0.5828","15","true"
"34648","0.4092","105","true","34648","0.5908","15","true"
"34649","0.4144","105","true","34649","0.5856","15","true"
"34650","0.402","105","true","34650","0.598","15","true"
"34651","0.3884","105","true","34651","0.6116","15","true"
"34652","0.4172","105","true","34652","0.5828","15","true"
"34653","0.3964","105","true","34653","0.6036","15","true"
"34654","0.3972","105","true","34654","0.6028","15","true"
"34655","0.3984","105","true","34655","0.6016","15","true"
"34656","0.3984","105","true","34656","0.6016","15","true"
"34657","0.404","105","true","34657","0.596","15","true"
"34658","0.4128","105","true","34658","0.5872","15","true"
"34659","0.4008","105","true","34659","0.5992","15","true"
"34660","0.4036","105","true","34660","0.5964","15","true"
"34661","0.4264","105","true","34661","0.5736","15","true"
"34662","0.4084","105","true","34662","0.5916","15","true"
"34663","0.3964","105","true","34663","0.6036","15","true"
"34664","0.4064","105","true","34664","0.5936","15","true"
"34665","0.4036","105","true","34665","0.5964","15","true"
"34666","0.4088","105","true","34666","0.5912","15","true"
"34667","0.4004","105","true","34667","0.5996","15","true"
"34668","0.398","105","true","34668","0.602","15","true"
"34669","0.388","105","true","34669","0.612","15","true"
"34670","0.4116","105","true","34670","0.5884","15","true"
"34671","0.3984","105","true","34671","0.6016","15","true"
"34672","0.4204","105","true","34672","0.5796","15","true"
"34673","0.3884","105","true","34673","0.6116","15","true"
"34674","0.4064","105","true","34674","0.5936","15","true"
"34675","0.4064","105","true","34675","0.5936","15","true"
"34676","0.4132","105","true","34676","0.5868","15","true"
"34677","0.4188","105","true","34677","0.5812","15","true"
"34678","0.4016","105","true","34678","0.5984","15","true"
"34679","0.39","105","true","34679","0.61","15","true"
"34680","0.4028","105","true","34680","0.5972","15","true"
"34681","0.3936","105","true","34681","0.6064","15","true"
"34682","0.4008","105","true","34682","0.5992","15","true"
"34683","0.4024","105","true","34683","0.5976","15","true"
"34684","0.402","105","true","34684","0.598","15","true"
"34685","0.3848","105","true","34685","0.6152","15","true"
"34686","0.3956","105","true","34686","0.6044","15","true"
"34687","0.3984","105","true","34687","0.6016","15","true"
"34688","0.4088","105","true","34688","0.5912","15","true"
"34689","0.3996","105","true","34689","0.6004","15","true"
"34690","0.4104","105","true","34690","0.5896","15","true"
"34691","0.392","105","true","34691","0.608","15","true"
"34692","0.4132","105","true","34692","0.5868","15","true"
"34693","0.3884","105","true","34693","0.6116","15","true"
"34694","0.4152","105","true","34694","0.5848","15","true"
"34695","0.406","105","true","34695","0.594","15","true"
"34696","0.384","105","true","34696","0.616","15","true"
"34697","0.4032","105","true","34697","0.5968","15","true"
"34698","0.3844","105","true","34698","0.6156","15","true"
"34699","0.4144","105","true","34699","0.5856","15","true"
"34700","0.4068","105","true","34700","0.5932","15","true"
"34701","0.3936","105","true","34701","0.6064","15","true"
"34702","0.4016","105","true","34702","0.5984","15","true"
"34703","0.416","105","true","34703","0.584","15","true"
"34704","0.4024","105","true","34704","0.5976","15","true"
"34705","0.4076","105","true","34705","0.5924","15","true"
"34706","0.4032","105","true","34706","0.5968","15","true"
"34707","0.4044","105","true","34707","0.5956","15","true"
"34708","0.4076","105","true","34708","0.5924","15","true"
"34709","0.4056","105","true","34709","0.5944","15","true"
"34710","0.396","105","true","34710","0.604","15","true"
"34711","0.384","105","true","34711","0.616","15","true"
"34712","0.4052","105","true","34712","0.5948","15","true"
