"BehaviorSpace results (NetLogo 5.0.5)"
"extended_prisoners_dilemma.nlogo"
"experiment_stable_coexistence_variation_of_costs"
"12/14/2014 16:39:11:083 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","benefit","initial_propD","play_pd","cost","baseline_fitness","play_spatial","[step]","count patches with [strategy_current = ""C""] / (count patches)"
"407","1","0.6","false","0.08","0","true","500","0.974"
"412","1","0.6","false","0.08","0","true","500","0.9724"
"414","1","0.6","false","0.08","0","true","500","0.968"
"415","1","0.6","false","0.08","0","true","500","0.9676"
"416","1","0.6","false","0.08","0","true","500","0.9716"
"417","1","0.6","false","0.08","0","true","500","0.9736"
"413","1","0.6","false","0.08","0","true","500","0.9672"
"418","1","0.6","false","0.08","0","true","500","0.9748"
"420","1","0.6","false","0.08","0","true","500","0.9732"
"421","1","0.6","false","0.08","0","true","500","0.9744"
"422","1","0.6","false","0.08","0","true","500","0.9676"
"419","1","0.6","false","0.08","0","true","500","0.974"
"423","1","0.6","false","0.08","0","true","500","0.9732"
"425","1","0.6","false","0.08","0","true","500","0.9748"
"426","1","0.6","false","0.08","0","true","500","0.9724"
"427","1","0.6","false","0.08","0","true","500","0.9712"
"428","1","0.6","false","0.08","0","true","500","0.9704"
"424","1","0.6","false","0.08","0","true","500","0.9712"
"429","1","0.6","false","0.08","0","true","500","0.9692"
"431","1","0.6","false","0.08","0","true","500","0.9684"
"432","1","0.6","false","0.08","0","true","500","0.9744"
"433","1","0.6","false","0.08","0","true","500","0.9756"
"434","1","0.6","false","0.08","0","true","500","0.9748"
"430","1","0.6","false","0.08","0","true","500","0.9728"
"435","1","0.6","false","0.08","0","true","500","0.974"
"437","1","0.6","false","0.08","0","true","500","0.9756"
"438","1","0.6","false","0.08","0","true","500","0.9744"
"439","1","0.6","false","0.08","0","true","500","0.9692"
"440","1","0.6","false","0.08","0","true","500","0.972"
"436","1","0.6","false","0.08","0","true","500","0.9648"
"441","1","0.6","false","0.08","0","true","500","0.974"
